x1,x2,x3,x4,x5,x6
-8.98227477977264,0.0,-13.43406814913073,0.0,-9.968341575541208,0.0
-5.240881837664576,0.001897595423246375,-6.797169304048444,0.0018256160445756582,-6.826362460286638,0.0016076807200349063
-0.9952282900268692,0.010287454809433442,-0.5275130034601291,0.007642000637160477,-0.11051268143134169,0.007697842129611296
0.5159222124483527,0.01040782721336861,0.5316252232951852,0.007740349581475262,0.4241637469625051,0.004742019786825783
-0.09621395141238216,0.0073313951298332,0.241941679498129,0.010333157666565809,-0.03456133360936907,0.009646522037514742
1.39761828198906,0.005560389048337115,0.7775565221838553,0.009167722540076756,0.44192918488614746,0.010510849431808873
1.6080619285681192,0.009642580579359506,1.2824604630658296,0.006744308895332604,1.082961812814635,0.009482040122614973
0.8006469572911271,0.010791367366754236,1.3240793984237915,0.007767786423415524,1.0657228168559754,0.00769088166520056
1.313351683918439,0.009817203862203045,1.091960197877139,0.009744072124558592,0.8828782992839346,0.010697695434089771
1.7042252097175925,0.01105866386789387,1.868189483985432,0.009515375924214978,1.6384371942033387,0.010219943797286423
1.1419976827446434,0.010683305370696672,1.4467251872271747,0.0073850933785691,1.1408213969849548,0.009047485696173335
1.1042262262635623,0.012410923886659557,1.0497635314389777,0.008480533993005211,0.8729202444453392,0.00853053324250448
0.7904874658849103,0.008402521529044797,1.001234374417248,0.008543151184534659,1.0155152577951285,0.010053696238602855
0.7865012509485084,0.009303590501584077,0.8781519375516212,0.006186022345194867,0.833745393228203,0.008302132445344161
-0.04116828251034003,0.006129126605186196,-0.024813357902646115,0.004434731758802254,-0.10141760760146795,0.005484805485033325
-1.0045338188135473,0.0,-0.9212960439590453,0.0,-1.1796099594555554,0.0
-1.7719476549884803,0.0,-1.6366652228988374,0.0,-1.7756423541467796,0.0
-2.0763900944798306,0.0,-2.047257865204975,0.0,-1.9895767815163332,0.0
-2.101076922648613,0.0,-2.1154434332682435,0.0,-2.0713810024417834,0.0
-2.0855510624142934,0.0,-2.1142511867100766,0.0,-2.0980574794672346,0.0
-2.049884201178727,0.0,-2.015501253093537,0.0,-2.054707645490441,0.0
-1.9444302649158396,0.0,-1.9153984615445878,0.0,-1.9655135653590712,0.0
-1.782504313210919,0.0,-1.7848642572897422,0.0,-1.8052480037307874,0.0
-1.623948132382291,0.0,-1.6661415356861282,0.0,-1.6473070633263507,0.0
-1.4926155508354597,0.0,-1.5228861833477756,0.0,-1.4691993529477392,0.0
-1.3397713286613113,0.0,-1.3816140588863806,0.0,-1.3138315368084035,0.0
-1.1608833563195686,0.0,-1.1758160938343136,0.0,-1.1134415346036663,0.0
-0.9281500009066213,0.0,-0.9261805754540724,0.0,-0.9078553423340414,0.0
-0.7374106136011852,0.0,-0.7264594955247717,0.0,-0.7194035479811718,0.0
-2.4139561750699734,0.0,-2.438851837253359,0.0,-2.3302182319627507,0.0
-7.161138258836775,0.0,-11.256971086171843,0.0,-13.941078293055138,0.0
-6.532368341810262,0.001579499739344891,-5.651106689077806,0.001312499821256253,-6.355205011498151,0.0014836271066859244
0.16215354963483172,0.01099753300269621,0.10414551482523594,0.007652190476100103,-1.1458124001525045,0.004733351620197858
1.241145025299375,0.010669783787224697,1.7415964320696296,0.008431828836294461,1.78065797517488,0.008329564613677412
0.24228698369239168,0.009230483852603255,0.22245748579918623,0.008585686980113274,0.8790386517039563,0.009594027462308844
0.42183418640054593,0.007174217597580366,0.9937887485893684,0.010492791199704924,0.883647178200943,0.011388360425880298
0.9230934266313067,0.008981530457126618,1.244836040784191,0.008157513940316791,1.087673054969166,0.0087566482983464
0.8422335757614969,0.010650253105907545,1.2057922022412582,0.009812998767558397,0.8302546911372242,0.008402860930390142
1.1595279590358603,0.00920485625042799,1.2809855771846708,0.009625697782184075,1.2354436060899339,0.009603673473765735
