x1,x2,x3,x4,x5,x6
-23.29951580750967,0.0,-50.032167080291075,0.0,-36.39021090596398,0.0
7.921173218233747,0.0,-13.121352767151611,0.0,-27.175914581236025,-8.92e-321
-4.8137339718607794,0.1949597890747971,1.2529369916022792,0.03413586917273946,-11.300908740118244,-8.92e-321
-1.845591304643497,0.31670919289949734,-20.210580214129653,0.01831378523354001,-3.3208264712959603,-8.92e-321
1.197166742101438,0.03136134364445289,-5.431249455866763,0.0030040355324213895,-5.131742047277713,0.003889531775701912
3.284970420217655,0.009342628687776808,0.6279579648608978,0.0028570811625034096,0.9992050662124139,0.036559817880774545
-1.0561206165140784,0.006176347422999787,-3.6089849746874645,0.01828688586880795,-0.09263741283371067,0.06824162827832715
1.6552479524975758,0.02520662298793634,-5.13614931940485,0.0007620623576438097,0.8277753260295507,0.01937985096517248
2.452546428091103,0.025535271659297237,-0.38729568431359307,0.0,0.7719172447887926,0.009527236955112536
1.4554419739446027,0.008711086497247748,-1.4156574139591453,0.0,0.9175391792868713,0.022751364505245085
0.6027174465463985,0.018767961782732136,1.2311167953909292,0.0,0.7599110196227067,0.010506174592466609
0.6996687314834175,0.05199442913623392,1.1012824077741836,0.0,0.8627290089208345,0.05883944957872747
0.9081821485933336,0.0027431008409495223,0.4704440257783928,0.0,0.8362225062033349,0.04308018769002755
1.0219953404491458,0.018834904348133712,0.7955541750059637,0.0,0.846016836582542,0.023944147196595506
0.5960705252161249,0.02825235652220061,0.11209677341456707,0.0,0.28428979686211886,0.0364546583474886
-2.1014996775994663,0.0,-0.5759881782524676,0.0,-0.5440422121177386,0.0
-0.9065067704341965,0.0,-0.8224539059626123,0.0,-0.9260925113929638,0.0
-1.1128369317566653,0.0,-0.9117307964442546,0.0,-1.0502018715761292,0.0
-1.2268285475056762,0.0,-1.077916902354699,0.0,-1.0765537828010856,0.0
-1.03819887688768,0.0,-0.9952221758703884,0.0,-1.0225559817459724,0.0
-0.8691792032635327,0.0,-0.8563545021502202,0.0,-0.9422181483031746,0.0
-0.9057085445178683,0.0,-0.8374521620373975,0.0,-0.8765481321947027,0.0
-0.8562837267891762,0.0,-0.8928044484180727,0.0,-0.6718053675879647,0.0
-0.854758101395259,0.0,-0.8442576294465978,0.0,-0.5326316248226531,0.0
-0.6816973633858374,0.0,-0.6621148914529333,0.0,-0.4806287631198258,0.0
-0.7228016379191293,0.0,-0.579693510065275,0.0,-0.5660596619978198,0.0
-0.6747471130296526,0.0,-0.5233211086599927,0.0,-0.5561120830816921,0.0
-0.5345900140517204,0.0,-0.44648776586607936,0.0,-0.5230711796477869,0.0
-0.4497455611863248,0.0,-0.4374112079298362,0.0,-0.4320512968070559,0.0
-1.5376223585906132,0.0,-1.8169691746828036,0.0,-1.8369741802218589,0.0
-24.005306478310846,0.0,-56.47107014175109,0.0,-46.23068014718349,0.0
8.666048343628294,0.0,-3.8113636396321886,0.0,-7.552479045158345,0.0
3.6766302789238927,0.0,2.013834490138432,0.01726491522840032,0.4019825011348746,-0.16627034215699052
-7.105212452640895,0.0,0.8923624710425757,-0.06795352351236404,-7.96607774617658,-0.24940551323548624
-2.6496684519844265,0.017960882633295077,-0.5785709327404827,-0.027654302782924512,-3.682087270384848,0.00858445458967275
1.7339190184661484,0.031163200431175608,-1.9469999405645702,0.015769003474485763,0.30551406688520005,0.05525571230242769
-2.1137539312324884,0.017545850040092233,1.263637597972185,0.028225879357591754,0.34294588390868946,0.039712590980521136
