x1,x2,x3,x4,x5,x6
-1.8606948517501147,0.0,-2.687797059626214,0.0,-1.920132261333555,0.0
1.0377593359298058,0.0,-0.02750562550864326,0.0,0.034315312955803784,0.0
0.3167133145930943,0.0,1.3677558566584778,0.0,1.0128644871942698,0.0
1.1329803861910779,0.0,1.5959639082878048,0.0,0.6262645172164619,0.0
0.748314796283412,0.0,0.23902320163856847,0.0,0.41148907284970493,0.0
0.6823265121585228,0.0,0.5626418670081162,0.0,0.7512840976544346,0.0
0.10873975427090228,0.0,0.0809229113070179,0.0,0.5837231036974786,0.0
0.7603121259942569,0.0,0.8178226897794938,0.0,0.1554667082965931,0.0
0.4575913817078727,0.0,0.2563559270401122,0.0,0.11213634639281692,0.0
0.4834835179794121,0.0,0.5380125795736456,0.0,0.7063926055800999,0.0
0.7434299262003863,0.0,0.5240662067161592,0.0,0.47203168617087776,0.0
0.7008614219663503,0.0,1.0712337766297073,0.0,0.40552176802403234,0.0
0.42015715981100377,0.0,-0.02303204599810549,0.0,0.6313536500032807,0.0
0.46700861426145546,0.0,0.41516034505350785,0.0,0.572690945089405,0.0
0.13467989439166617,0.0,0.1755416775816523,0.0,0.03485169417782175,0.0
-0.07743787454558283,0.0,0.034381904620948145,0.0,-0.5279332597481246,0.0
-0.645641024064227,0.0,-1.0426904747482084,0.0,-0.6242978564498392,0.0
-0.18420443758629046,0.0,-0.6131058237090609,0.0,-0.6766979721384709,0.0
-0.34884478332799534,0.0,-0.5452754983628194,0.0,-0.6588973608054979,0.0
-0.6950687486927212,0.0,-0.9465820000369292,0.0,-0.8531300003689206,0.0
-0.8125277959925878,0.0,-0.577197291891834,0.0,-0.8228763520926248,0.0
-0.6834380842556954,0.0,-0.41858172855891146,0.0,-0.7775706650272864,0.0
-0.6710308679825989,0.0,-0.8098676156014202,0.0,-0.8417856038686399,0.0
-0.7887914209340972,0.0,-0.7818315625583596,0.0,-0.7504455188326878,0.0
-0.9056779587749288,0.0,-0.7241166160066447,0.0,-0.8878183019595977,0.0
-0.7007220269294732,0.0,-0.8795870467244474,0.0,-0.9066956889338237,0.0
-0.7506845236110422,0.0,-0.9413970794001755,0.0,-0.9156471911453844,0.0
-0.715823490325604,0.0,-0.7878809350790288,0.0,-0.769474273196203,0.0
-0.5948702818622716,0.0,-0.6211266830317714,0.0,-0.47079810718969467,0.0
-0.9748645156266256,0.0,-0.9860134833809213,0.0,-1.1260712248529634,0.0
-2.4895996846974398,0.0,-0.5486854716065971,0.0,-1.2258091521823795,0.0
-0.9185563607778152,0.0,1.0723540786907577,0.0,0.5781651659540121,0.0
0.9001660127243774,0.0,0.34095621564314227,0.0,1.33113009411007,0.0
0.5141896153188308,0.0,0.827761010384784,0.0,0.8814405780889246,0.0
0.14005927836766252,0.0,0.32927765449729507,0.0,0.694576271701981,0.0
0.4008476191670003,0.0,1.056114956245597,0.0,0.3559593557114244,0.0
0.5453208158675502,0.0,0.7494993681842186,0.0,0.25344556091678755,0.0
0.8630312986076778,0.0,0.6385801123937987,0.0,0.7279708683879063,0.0
0.4128263849814562,0.0,0.51908305184495,0.0,0.5825711291224637,0.0
0.6755546425368507,0.0,0.4586004016011026,0.0,0.8341441612845731,0.0
0.6009165342983784,0.0,0.7413143532724602,0.0,0.431371656289697,0.0
0.6492243218584078,0.0,0.3635741158421437,0.0,0.7131051780890837,0.0
0.6535330926099245,0.0,0.8118692824619773,0.0,0.3225728680414196,0.0
0.7355302868480803,0.0,0.7436000801619663,0.0,0.6194533693719974,0.0
-0.34266424893807923,0.0,-0.18789215329471687,0.0,0.26211837166368257,0.0
-0.26142486517236585,0.0,-0.2184752848540542,0.0,-0.5067441093118915,0.0
-0.44332451913269716,0.0,-0.6712048286844686,0.0,-0.43093437822148306,0.0
-0.7508830352699388,0.0,-0.4739089434982577,0.0,-0.8971134432886743,0.0
-0.49291422860195483,0.0,-0.4085295301365526,0.0,-0.7166278242101116,0.0
-0.7652299310157609,0.0,-0.7866850995671046,0.0,-0.6621456120135132,0.0
-0.8929696736877191,0.0,-0.8656112859094269,0.0,-0.7802884311198693,0.0
-0.5950714333241816,0.0,-0.2887254275054913,0.0,-0.7610988822200668,0.0
-0.5659232469682738,0.0,-0.617620784373306,0.0,-0.5970764399905452,0.0
-0.7871712677314667,0.0,-0.7561864646714017,0.0,-0.7320975342569429,0.0
-0.8647874740732271,0.0,-0.9170653738882402,0.0,-0.7589405415786492,0.0
-0.8173129219556845,0.0,-0.8941377134399888,0.0,-0.7173390232891479,0.0
-0.7993975518202342,0.0,-0.9437857379207064,0.0,-0.9354270659556809,0.0
-0.7028703421769894,0.0,-0.9063618239781789,0.0,-0.8552359062199323,0.0
-0.45583999686840243,0.0,-0.553604749023808,0.0,-0.6063421058396555,0.0
-0.8429079972138585,0.0,-1.0035906328060225,0.0,-1.0158412500196183,0.0
0.2997545905442518,0.0,-0.8675007487537791,0.0,0.13043509552768054,0.0
0.36640925641297317,0.0,-0.7935355711546656,0.0,0.49982983416528654,0.0
0.7692230759505926,0.0,0.16259096566537495,0.0,0.5435588397225205,0.0
0.12462499007709599,0.0,1.0805794576506558,0.0,0.41181969760727244,0.0
0.26784530017887204,0.0,0.5388310473747268,0.0,0.5045269739419275,0.0
0.6341120728082523,0.0,0.4080863970616594,0.0,0.5280379630791552,0.0
0.9321149822953395,0.0,0.030380872474945704,0.0,0.31867867482713985,0.0
0.8007818744175111,0.0,0.760885220050584,0.0,0.68471545468851,0.0
0.5374754004911858,0.0,0.20221291280449513,0.0,0.26893575057562213,0.0
0.23612720577883003,0.0,0.6944756274538202,0.0,0.5731638762249273,0.0
0.7479840594707824,0.0,0.4193057790164296,0.0,0.7793146676296566,0.0
0.6826526363108796,0.0,0.3287986604147545,0.0,0.6859972506743564,0.0
0.39148952392498665,0.0,0.48479148244620973,0.0,0.4674989750614501,0.0
0.471456480562463,0.0,0.7066205412048345,0.0,0.3929957051173535,0.0
0.07038520920911011,0.0,-0.010951573513542864,0.0,-0.11271053897814876,0.0
-0.35626658012513357,0.0,-0.5650711858234267,0.0,-0.7297972440323236,0.0
-0.6041114888486185,0.0,-0.6510798862367366,0.0,-0.5780084877713935,0.0
-0.8706773757353868,0.0,-0.7366258266288467,0.0,-0.7938743288795377,0.0
-0.7826653972336328,0.0,-0.5958016509644437,0.0,-0.6960098553727725,0.0
-0.47581514726405655,0.0,-0.4880752666733571,0.0,-0.6627773668425004,0.0
-0.7678179413876515,0.0,-0.8836811985142786,0.0,-0.7464907800308724,0.0
-0.6926918428893644,0.0,-0.3637109766357306,0.0,-0.7323377966210812,0.0
-0.6326648597116532,0.0,-0.5317691520219916,0.0,-0.5675568426536984,0.0
-0.4436854362560987,0.0,-0.6840051023836405,0.0,-0.6362519690043112,0.0
-0.49801195779386226,0.0,-0.9836221930162886,0.0,-0.6321581784639004,0.0
-0.8820980567973181,0.0,-1.0204816398736196,0.0,-0.6406946274171234,0.0
-0.8684067716386654,0.0,-1.058806301830505,0.0,-0.8311751792687664,0.0
-0.6724836975374776,0.0,-0.9030232099274909,0.0,-0.528967091259352,0.0
-0.5983267202948076,0.0,-0.5362039092802046,0.0,-0.5172164879807737,0.0
-0.7137708294811639,0.0,-0.588474647475264,0.0,-1.018902594437575,0.0
0.3082196204691489,0.0,-0.2463605167977759,0.0,-0.13117785608612473,0.0
0.35849709908294924,0.0,-0.3996885306759955,0.0,-0.0789774982994987,0.0
0.4038140575706659,0.0,0.6759931242448706,0.0,0.36475984799959943,0.0
0.40711758701500356,0.0,0.7260010258717605,0.0,0.5079376992486959,0.0
0.015135139310575174,0.0,-0.37016345216520974,0.0,0.2484982233724555,0.0
0.6547151661162891,0.0,0.9685573595263485,0.0,0.8230624281707807,0.0
0.8032221038484881,0.0,0.33289069032617824,0.0,0.3757192097260193,0.0
0.15123226956267746,0.0,0.3888293463255293,0.0,0.5567252799877942,0.0
0.36501417584525064,0.0,0.7803632985696013,0.0,0.4481802676463768,0.0
0.26260321225291877,0.0,0.3706262866486506,0.0,0.46259955816822984,0.0
